名称,阶级,价值,名称_EN,简介,简介_EN,标签,分类,类型,职业,图纸集,icon,堆叠,矿石,木材,皮革,药草,零件,精华,冷却,属性
思念之蚀,5,500,Erosion of Yearning,一场相见无期的故事，跨越时空的牵挂与痛感在终局爆发，炼金术将这份执念凝为暗红粘稠液体，封印于暗红瓶内，液体腐蚀瓶壁的痕迹，是无法传递的焦灼与痛苦。,A tale of endless separation. Time-spanning longing and pain erupt at the end. Alchemy condenses this obsession into dark red viscous liquid sealed in a crimson bottle. Corrosion marks on the bottle show unspoken anxiety and suffering.,灾厄/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/灾厄收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
偏执之链,5,500,Chain of Paranoia,一场被单一念头困住的故事，钻牛角尖的执念痛苦在终局凝结，炼金术将这份精神枷锁封入黑色金属瓶，瓶内丝状物质缠绕成的密网，恰似束缚灵魂的锁链，转动瓶盖的刺耳声响是偏执的回响。,A tale of being trapped by a single thought. Obsessive pain of stubbornness condenses at the end. Alchemy seals this mental chain in a black metal bottle. Silk-like material woven into a tight net inside resembles soul-binding chains. Harsh cap-turning sound echoes paranoia.,灾厄/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/灾厄收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
酷刑之痕,5,500,Mark of Torture,一场极致肉体折磨的故事，神经被反复摧残的痛感碎片在终局留存，炼金术将这份印记凝为带血灰粉，封存于锈迹金属瓶内，粉末中的金属碎屑，是酷刑留下的永久伤痕。,A tale of extreme physical torture. Pain fragments of repeated nerve damage remain at the end. Alchemy condenses this mark into blood-stained gray powder sealed in a rusted metal bottle. Metal shards in powder are permanent torture scars.,灾厄/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/灾厄收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
哀伤之泪,5,500,Tear of Sorrow,一场失去珍视之物的故事，绵长哀伤与苦涩泪水在短瞬凝结，炼金术将这份情绪封入泛蓝光的透明瓶，粘稠液体中的冰晶与瓶壁泪痕状印记，是无法消散的哀伤证明。,A tale of losing something precious. Lingering sorrow and bitter tears condense instantly. Alchemy seals this emotion in a glowing blue transparent bottle. Ice crystals in viscous liquid and teardrop marks on the bottle prove inescapable sorrow.,灾厄/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/灾厄收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
狂乱之絮,5,500,Fluff of Frenzy,一场精神濒临崩溃的故事，思绪破碎的混乱痛苦在终局达到顶峰，炼金术将这份情绪碎片封入透明瓶，黑白交织的絮状物时而凝聚时而散开，恰似无序思绪，瓶身裂纹是崩溃的具象。,A tale of mental collapse. Chaotic pain of shattered thoughts peaks at the end. Alchemy seals these emotion fragments in a transparent bottle. Black-and-white flocs that gather and disperse resemble disordered thoughts. Bottle cracks embody collapse.,灾厄/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/灾厄收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
失落之尘,5,500,Dust of Loss,一场努力落空的故事，希望破灭后的怅然与虚无在短瞬沉淀，炼金术将这份失落收进灰白玻璃瓶，瓶内粉末自然凹陷的坑洞，恰似希望崩塌后的空洞，虫蛀木盖见证失落蔓延。,A tale of failed efforts. Emptiness and nothingness after shattered hope settle quickly. Alchemy contains this loss in a gray-white glass bottle. Natural sunken holes in powder mirror hollowed hope. Insect-eaten wooden cap witnesses spreading loss.,灾厄/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/灾厄收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
凝水静渊瓶,1,500,Still Water Abyss Vial,水元素意外达成完美平衡，化作绝对静止的澄澈液态，倒置不洒、无波无澜。透明圆瓶与蓝色磨砂盖封存这份静美，打开便打破平衡，成为不可复制的收藏珍品。,"Water element reaches perfect balance as absolutely still clear liquid, no spill or ripple when inverted. Transparent round bottle with blue frosted cap preserves this serenity. Opening breaks balance, making it an irreplicable collectible.",元素/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/元素收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
翠芽恒生瓶,1,500,Green Sprout Eternity Vial,草元素在凝胶中凝定平衡，微型青草永葆鲜绿、不生不枯。方形瓶与木质草纹盖锁住这份永恒生机，意外造就的稳定态，让其成为极具收藏价值的自然奇观。,"Grass element stabilizes in gel; tiny grass stays forever green, neither growing nor withering. Square bottle with wooden grass-patterned cap locks eternal vitality. Accidental stable state makes it a valuable natural curiosity.",元素/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/元素收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
炽焰定燃瓶,1,500,Blazing Flame Vial,火元素挣脱躁动本性，达成无晃无烟的稳定燃烧态，热量被尽数禁锢。暗红瓶身与火焰纹路定格这份炽烈平衡，开瓶即失稳，是见证元素奇观的收藏孤品。,"Fire element breaks restlessness to achieve stable smokeless burning, heat fully contained. Dark red bottle with flame patterns freezes this balanced blaze. Opening destabilizes it, a unique elemental curiosity collectible.",元素/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/元素收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
流风驻息瓶,1,500,Wind Current Vial,风元素凝为固态气团，静止悬浮于细长瓶中，摇晃不挪。银色风纹盖封存这份时间静止般的平衡，开瓶时的轻嘶声，是平衡破碎的预告，收藏价值独特。,"Wind element condenses into solid air mass, suspended still in slim bottle, unmoved when shaken. Silver wind-patterned cap seals this time-frozen balance. Soft hiss on opening signals balance collapse, highly collectible.",元素/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/元素收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
雷弧凝晶瓶,1,500,Lightning Arc Crystal Vial,雷元素褪去狂暴，凝固成淡紫树枝状结晶，无电无扰、紫光微闪。绝缘涂层瓶与闪电凹槽盖锁住这份冷峻平衡，意外的稳定态使其成为珍稀收藏。,"Lightning element calms from fury into pale purple branch-like crystals, glow faintly without disturbance. Insulated coated bottle with lightning-groove cap locks this cold balance. Accidental stability makes it a rare collectible.",元素/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/元素收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
磐石稳态瓶,1,500,Rock Steady Vial,土元素聚为正方体岩石，密度均匀、摇晃不撞壁，无风化无磨损。厚重玻璃瓶与防滑金属盖封存这份沉稳平衡，意外造就的绝对稳定，是收藏界的质感珍品。,"Earth element forms uniform-density cubic rock, no collision or wear when shaken. Thick glass bottle with non-slip metal cap preserves this steady balance. Accidental perfect stability makes it a premium textured collectible.",元素/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/元素收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
玄冰永冻瓶,1,500,Mystic Ice Freeze Vial,冰元素凝为完美六边形冰晶，恒定低温却不冻伤瓶身、不融不结霜。防霜涂层瓶与金属盖锁住这份通透平衡，七彩折射下的稳定态，是极具美感的收藏佳物。,"Ice element condenses into perfect hexagonal crystal, constant low temperature without freezing bottle or frosting. Anti-frost coated bottle with metal cap locks this transparent balance. Stable state with colorful refraction makes it an aesthetic collectible.",元素/收藏品/药水,药水,收藏品药水,,非图纸,res://素材/豆包AI素材/药水/收藏品/元素收藏瓶/*,200,,,,,,,,"{""药水倾向"":[""任意"", 10,5,""奇异"", 50,8,],""药水数量"":[30, 5]}"
炽焰维度传送液,5,3000,Blazing Dimension Transference Fluid,激活熔岩裂变型副本，橙红岩浆状液体内含熔岩晶体，摇晃现金色火纹漩涡。,"Activates Lava Fissure instance. Orange-red magma-like liquid with lava crystals, reveals golden fire vortex when shaken.",维度传送液/药水,药水,维度药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 30,5,""勇气"",50,6],""药水数量"":[25, 7]}"
幽林维度传送液,5,3000,Shadow Forest Dimension Transference Fluid,激活密林畸变型副本，墨绿色浆液含发光孢子，静置释放淡绿雾气，沾荧光苔藓。,"Activates Twisted Forest instance. Dark green slurry with glowing spores, releases pale green mist when still, stained with fluorescent moss.",维度传送液/药水,药水,维度药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 50,11],""药水数量"":[25, 7]}"
凛冬维度传送液,5,3000,Winter Dimension Transference Fluid,激活冰封破碎型副本，淡蓝色液体内含冰晶，瓶壁凝薄冰，摇晃有冰晶碰撞声。,"Activates Frozen Wasteland instance. Pale blue liquid with ice crystals, thin ice forms on bottle wall, ice clinking sound when shaken.",维度传送液/药水,药水,维度药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 30,5,""奇异"",50,6],""药水数量"":[25, 7]}"
荒漠维度传送液,5,3000,Desert Dimension Transference Fluid,激活沙暴侵蚀型副本，土黄色浑浊液混沙砾，摇晃形成沙暴漩涡，瓶壁留沙痕。,"Activates Sandstorm instance. Yellow murky liquid mixed with gravel, forms sand vortex when shaken, sand marks left on bottle.",维度传送液/药水,药水,维度药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 30,5,""复苏"",50,6],""药水数量"":[25, 7]}"
虚空维度传送液,5,3000,Void Dimension Transference Fluid,激活星际破碎型副本，深紫色液体内含星尘，静置成星系，摇晃现星云漩涡。,"Activates Void Rift instance. Deep purple liquid with stardust, forms galaxy when still, nebula vortex when shaken.",维度传送液/药水,药水,维度药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 30,5,""奇异"",50,6],""药水数量"":[25, 7]}"
机械维度传送液,5,3000,Mechanical Dimension Transference Fluid,激活机械失控型副本，银灰色液含齿轮虚影，摇晃发声，瓶壁印机械齿轮。,"Activates Mechanism Rampage instance. Silver-gray liquid with gear phantoms, makes sound when shaken, mechanical gears printed on bottle.",维度传送液/药水,药水,维度药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 30,5,""齿轮"",50,6],""药水数量"":[25, 7]}"
深渊维度传送液,5,3000,Abyss Dimension Transference Fluid,激活深渊腐蚀型副本，墨黑液含紫色腐蚀纹，静置成漩涡，瓶壁沾黑色粘稠污渍。,"Activates Abyss Corruption instance. Inky black liquid with purple corruption patterns, forms vortex when still, black sticky stain on bottle.",维度传送液/药水,药水,维度药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 30,5,""创造"",50,6],""药水数量"":[25, 7]}"
幻境维度传送液,5,3000,Fantasy Dimension Transference Fluid,激活幻境迷踪型副本，七彩渐变液含微型棱镜，摇晃折射彩光，瓶壁现场景虚影。,"Activates Illusion Maze instance. Colorful gradient liquid with tiny prisms, refracts colored light when shaken, scene phantoms on bottle.",维度传送液/药水,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0,3,""洞察"", 30,5,""勇气"",50,6],""药水数量"":[25, 7]}"
焦黑残渣浊液,0,10,Charred Residue Turbid Fluid,炼金加热过度的产物，黑褐浓稠液含大量灰黑残渣，口感苦涩，摇晃时泛出浑浊黑雾。,"Product of overheated alchemy. Black-brown thick liquid with massive gray-black residue, bitter taste, releases murky black fog when shaken.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""创造"", 50, -10]}"
灰白絮乱膏体,0,10,Gray White Chaotic Paste,材料配比失衡所致，灰白结块膏体粗糙多孔，接触皮肤易留难洗粉末，状貌杂乱。,"Result of unbalanced material ratio. Gray-white clumpy paste, rough and porous, leaves hard-wash powder on skin.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""复苏"", 50, -10]}"
墨色泡沫废液,0,10,Ink Foam Waste Fluid,材料反应失控的结果，墨黑浊液浮满易破泡沫，接触皮肤暂留黑痕，转瞬即逝。,"Result of uncontrolled material reaction. Inky black turbid liquid covered in fragile foam, leaves temporary black mark on skin.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""奇异"", 50, -10]}"
铅灰粘稠浆液,0,10,Lead Gray Thick Slurry,遗漏提纯步骤的产物，铅灰色浆液粘稠难咽，残留口腔留灰痕，渗漏易粘连瓶盖。,"Product of skipped purification step. Lead-gray slurry, thick and hard to swallow, leaves gray trace in mouth, sticks to cap when leaked.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""勇气"", 50, -10]}"
苍白浑浊雾液,0,10,Pale Cloudy Mist Fluid,附魔环节失败所得，苍白液体内含雾粒，开盖释放白雾，无其余别样影响。,"Result of failed enchanting. Pale liquid with mist particles, releases white fog on opening, no other effects.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""洞察"", 50, -10]}"
炭黑结块粉末,0,10,Charred Caked Powder,研磨工艺粗糙造成，炭黑粉末结块严重，自带焦苦味，易沾染皮肤且难清洗。,"Caused by rough grinding. Charcoal-black powder heavily clumped, burnt bitter taste, sticks to skin and hard to clean.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""齿轮"", 50, -10]}"
暗沉龟裂结晶,0,10,Dark Cracked Crystal,冷却工艺失当造就，暗灰结晶布满龟裂纹，触摸仅感微刺，静置偶有碎屑脱落。,"Caused by improper cooling. Dark gray crystal full of cracks, slightly prickly to touch, occasional crumbs fall when still.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""创造"",100, -5, ""勇气"", 100, -5]}"
灰黑分层废液,0,10,Gray Black Layered Waste Fluid,材料未融合的炼金产物，液分深浅两层，入口先苦后涩，摇晃后仍会快速分层。,"Alchemy product of unmixed materials. Liquid separates into dark and light layers, bitter then astringent on tongue, quickly re-separates after shaking.",失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 12, ""奇异"", 100, -5, ""洞察"", 100, -5]}"
漏洞废弃液,0,-10,Glitch Waste Fluid,修复过程中意外留存的特殊存在，赛博朋克错误化瓢虫，静置于灰色封印溶液中。,Special existence preserved accidentally during repair. Cyberpunk-glitched ladybug resting in gray sealing solution.,失败品/药水/收藏品,药水,失败药水,,非图纸,res://素材/豆包AI素材/药水/*,500,,,,,,,,"{""药水倾向"":[""任意"", 0, 5, ""复苏"", 100, -2, ""齿轮"", 100, -2]}"
橙色小瓶颜料,1,20,Orange Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
橙色颜料,5,100,Orange Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
橙色大瓶颜料,10,1000,Orange Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
橙色高级颜料,15,5000,Orange Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
橙色颜料桶,20,40000,Orange Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
粉红小瓶颜料,1,20,Pink Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
粉红颜料,5,100,Pink Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
粉红大瓶颜料,10,1000,Pink Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
粉红高级颜料,15,5000,Pink Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
粉红颜料桶,20,40000,Pink Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黑色小瓶颜料,1,20,Black Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黑色颜料,5,100,Black Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黑色大瓶颜料,10,1000,Black Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黑色高级颜料,15,5000,Black Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黑色颜料桶,20,40000,Black Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
红色小瓶颜料,1,20,Red Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
红色颜料,5,100,Red Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
红色大瓶颜料,10,1000,Red Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
红色高级颜料,15,5000,Red Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
红色颜料桶,20,40000,Red Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黄色小瓶颜料,1,20,Yellow Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黄色颜料,5,100,Yellow Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黄色大瓶颜料,10,1000,Yellow Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黄色颜料,15,5000,Yellow Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
黄色颜料桶,20,40000,Yellow Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
灰色小瓶颜料,1,20,Gray Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
灰色颜料,5,100,Gray Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
灰色大瓶颜料,10,1000,Gray Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
灰色高级颜料,15,5000,Gray Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
灰色颜料桶,20,40000,Gray Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
蓝色小瓶颜料,1,20,Blue Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
